c498-902 stampede tacc utexas edu
Running on sampede.tacc.xsede.org
TACC: Starting up job 7716193
TACC: Setting up parallel environment for MVAPICH2+mpispawn.
TACC: Starting parallel tasks...
LAMMPS (10 Feb 2015)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 10 10 10
Reading data file ...
  orthogonal box = (-58.1437 -58.1437 -58.1437) to (58.1437 58.1437 58.1437)
  2 by 2 by 4 MPI processor grid
  reading atoms ...
  12288 atoms
Changing box ...
  triclinic box = (-58.1437 -58.1437 -58.1437) to (58.1437 58.1437 58.1437) with tilt (0 0 0)
Reading potential file CH.airebo with DATE: 2011-10-25
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 0 steps, check yes
  master list distance cutoff = 7
Setting up minimization ...
Memory usage per processor = 5.10815 Mbytes
Step Temp PotEng Press Pxx Pyy Pzz Pxy Pxz Pyz Lx Ly Lz Volume 
   74000            0   -94693.711    6.1407414     59.40926   -36.041506   -4.9455303 -0.023259576 -0.024137521  0.084612243    112.39906    112.43577    112.42296    1420764.8 
   74500            0   -94701.548    5.2210705    12.644921    8.0188959   -5.0006059 -0.012412308  0.018099015  0.014206631     112.3608    112.36211    112.36821    1418659.5 
   75000            0   -94710.578   -9.6613765   -11.720134   -2.7921211   -14.471874 -0.0093829649  0.033903228 0.0031826216    112.29908    112.29599    112.30027    1416189.1 
   75500            0   -94720.926    24.472759    24.827461     22.13591    26.454905 -0.012155345  0.040305473  0.002758116    112.21037    112.21155    112.20972    1412866.1 
   76000            0   -94733.433   -5.0950473   -3.6533302   -5.1240405   -6.5077711 -0.0073442276  0.014273423 -0.014197374    112.11034    112.11099    112.11156    1409108.1 
   76500            0   -94740.331    17.715013      11.4756    20.358445    21.310995 -0.011656927  0.031622687 -0.0012329792    112.05001    112.04694    112.04644    1406727.5 
   77000            0   -94747.325     1.545249    1.0365499    1.5445212     2.054676 -0.012404957   0.03058293 -0.0010468427    111.98786    111.98795    111.98762    1404469.3 
   77500            0   -94755.466    27.715805    34.586437    7.6821969     40.87878 -0.011552713  0.027382668 -0.0023187703    111.90461    111.91496    111.90275    1401447.7 
   78000            0   -94760.564   -5.4490986   -9.2841925   -10.380534    3.3174307 -0.013692992  0.027942636 -0.00096618775    111.86606    111.86665    111.86136    1399842.1 
   78500            0   -94764.532   -5.9031121    11.097344   -24.285803   -4.5208775 -0.013358843  0.026238888 -0.0021138668    111.81974    111.83263    111.82449    1398375.9 
   79000            0   -94769.279    12.458526    -11.26619    25.116143    23.525626 -0.014029506  0.025714569 -0.00067456595    111.78377     111.7703    111.77081    1396476.3 
   79500            0   -94775.541    43.944377    38.751616    49.906745    43.174769 -0.011347633  0.023668852 0.0026277482    111.70663    111.70224    111.70635    1393858.5 
   80000            0   -94781.459    -37.42919   -55.493239   -31.355664   -25.438668 -0.019760495  0.033097809 -0.018858453    111.66236    111.65375    111.65176    1392020.7 
   80500            0   -94785.269   -29.614474   -27.475619   -21.427272   -39.940532 -0.018988465  0.025662741 0.00075486283     111.6123    111.61068    111.61734    1390431.1 
   81000            0   -94788.415   -3.9076669  -0.54065492    2.0167978   -13.199144  -0.03194688   0.01503491  0.025999276    111.57373    111.57189    111.57736    1388969.8 
   81500            0   -94790.494     1.668942   -6.4488255    18.039862   -6.5842106 -0.023878189  0.022381905 0.0084984214    111.55341    111.54416    111.55312    1388070.1 
   82000            0   -94792.329   -19.745225   -31.832779    -19.80099   -7.6019066 -0.020789242   0.02941066 0.0010677866    111.53778    111.53317    111.52861    1387434.1 
   82500            0   -94795.141    5.8510427     13.39368    3.7400039   0.41944434 0.0090195962  0.067684574 -0.019418679     111.4926    111.49772    111.49892      1386062 
   83000            0   -94798.213   -1.0655632  -0.41398651   -3.3450693   0.56236623 -0.014684494  0.027896211 -0.0078422753    111.46175    111.46346    111.46198    1384793.9 
   83500            0    -94799.96   -1.5595554    1.6222709    14.758348   -21.059285 -0.0042834245  0.013208943 0.0016571621    111.44059    111.43626    111.44935    1384036.3 
   84000            0   -94802.604    8.1462762    10.930992    5.3549842    8.1528529 -0.011738393  0.021826717 0.0069687772    111.40818    111.41038    111.40923    1382814.5 
   84500            0   -94803.947     3.962407     1.383763    17.880057   -7.3765988 -0.021617698  0.022578101 -0.0038163712    111.39485    111.38903    111.39824    1382247.6 
   85000            0   -94805.581   -9.2521064   -19.029602    1.5312294   -10.257947 -0.009160522 0.0021753379 0.0057449348    111.38048    111.37262    111.37736    1381606.7 
   85500            0   -94807.778   -6.1970617   -2.4162547    1.8074727   -17.982403  -0.03367603  0.097612407 -0.074163733    111.34805    111.34729    111.35405    1380601.3 
   86000            0   -94810.164    10.403305    11.170159    5.3506715    14.689085 -0.002830554  0.027826296 -0.0055908499    111.31792     111.3203    111.31673    1379430.7 
   86500            0   -94813.004    18.614661    25.685739    11.070446    19.087798  -0.24500247   0.10880261   0.12148762    111.28026    111.28268    111.28028    1378046.7 
   87000            0   -94817.076    4.9034894     4.252837    5.7014699    4.7561613   0.83653665  0.056636184   0.36101108    111.23426     111.2326    111.23413    1376286.1 
   87500            0   -94818.003   -3.0485858   -3.5655579   -7.2668968    1.6866973   -1.3191175  -0.10207594  -0.56882818    111.22201    111.22494    111.22024    1375867.9 
   88000            0   -94819.951    14.040831    14.122904    4.0482627    23.951326  -0.15886175   0.05228781  -0.15327123    111.19716    111.20111    111.19286    1374927.3 
   88500            0   -94821.371   -5.1325789   -10.223393   -4.4965902  -0.67775393 -0.073768163 -0.061035092 -0.050165002    111.18502    111.18249    111.18113    1374401.8 
   89000            0   -94822.625   -4.5887262   0.10282726   -4.8047272   -9.0642787 -0.012010368  -0.24657211   0.23300216    111.16581    111.16677     111.1681    1373809.1 
   89500            0   -94824.751   -10.949813   0.50119697   -44.048584    10.697949 -0.011537884  0.017180686  0.035705218    111.13735    111.15385    111.13373    1372873.2 
   90000            0   -94825.657   -2.4153417    3.8657781   -23.554264    12.442461  -0.04297306 0.0070355178   0.00245294    111.12617    111.13682    111.12319    1372394.6 
   90500            0   -94826.977    27.439367    46.668603   -9.5591713    45.208669     0.193367  -0.92751018    1.6167211     111.0939    111.11849    111.09231    1371388.7 
   91000            0   -94828.275   -25.023402   -44.854657    5.9315617   -36.147112  -0.36461619  -0.25872941  -0.28666026    111.10861    111.08481    111.10243    1371279.4 
   91500            0   -94829.154    5.0352351    3.8948227    6.9785945    4.2322882  -0.10701102 -0.087988857 -0.085489802    111.08448    111.08128    111.08262    1370693.6 
   92000            0    -94830.71  -0.69455075  -0.41758012  -0.97642689  -0.68964523 -0.078979681 -0.0022675209  0.094075828    111.06356    111.06432    111.06393    1369995.6 
   92500            0   -94833.267   -10.797081   -12.171109   -5.9477571   -14.272377  -0.32759868 0.0045985417    0.1703956    111.03194    111.03041    111.03297    1368805.8 
   93000            0   -94834.004    16.455455    17.883985    1.1387093     30.34367    2.3163105   0.90283643   0.32373652    111.01246    111.01602    111.00881    1368090.5 
   93500            0   -94836.427   -43.784343   -41.886538   -43.385673   -46.080817    1.2609158   -1.2470353  -0.43901228    110.98942    110.99064    110.99539    1367328.5 
   94000            0   -94837.205   -12.198831   -6.3569621   -3.8609286   -26.378603 0.0040411767 -0.043881744  -0.11887396    110.97558    110.97451    110.98296    1366806.3 
   94500            0    -94837.58    9.3275115    7.5727626    6.6183309    13.791441 -0.023279923  0.036777041 0.0060104529    110.96935    110.96951    110.96703    1366471.8 
   95000            0   -94841.404   0.33372699    1.4039451    1.2159772   -1.6187413 -0.083364898   0.18132024  0.062984244    110.90352    110.90323    110.90464    1364078.1 
   95500            0   -94841.854   -6.2226835   -1.7734822   0.79826581   -17.692834   0.16113722   0.14603647   0.32054443    110.89475    110.89358    110.90055    1363801.4 
   96000            0   -94842.312    6.4335057    3.5976048  -0.10349159    15.806404  -0.25841818 -0.083475208 -0.056362094    110.88845    110.89014    110.88463    1363485.8 
   96500            0   -94842.865    1.7448571    9.2504125    4.4282463   -8.4440875  -0.40527359  -0.26537194  -0.48465563    110.87438    110.87546    110.88029    1363078.9 
   97000            0   -94843.062   -15.452882     -17.5285   -11.298825   -17.531321    0.4454118   0.44354144   0.43000701    110.87952    110.87657    110.87981    1363149.8 
   97500            0   -94843.643   0.21514978  -0.43472749    18.011018   -16.930842   0.15467414  -0.42448203  -0.72567904    110.85713    110.84936    110.86515    1362359.9 
   98000            0   -94843.894   -6.5540095   -11.635826    6.5861143   -14.612316   0.19114693  -0.12196204  -0.50626966     110.8621    110.85502    110.86225    1362454.9 
   98500            0   -94844.781   -2.4217518    5.9369417   -0.6533543   -12.548843   0.19882898  0.098423705   0.20227486    110.83784    110.84041    110.84457    1361760.2 
   99000            0   -94845.077    0.1250487    3.1190178   0.67484665   -3.4187183  0.039185437 -0.088905081   0.15136901    110.83094    110.83246    110.83383    1361445.6 
   99500            0   -94845.543    7.2173186    20.522908   -5.7209202    6.8499684   0.29223005  -0.89960838  -0.18512859    110.81431    110.82356    110.81939    1360954.9 
  100000            0    -94845.93   -7.2703215   -20.525232    3.3469777   -4.6327105  -0.81405548   0.42852651   0.80682664    110.79914    110.79082    110.79409    1360055.9 
  100500            0   -94846.915    5.5616886    3.3591837    6.4511189    6.8747633    0.4019952  -0.29160167  -0.12952039    110.77764    110.77635    110.77586    1359390.7 
  101000            0    -94846.95    3.0314547    1.7070819    4.4594915    2.9277909  0.064270534   0.57241342  -0.18775104    110.77557    110.77432    110.77513    1359331.3 
  101500            0    -94847.09    7.9179385    2.9767438    12.759225    8.0178463  -0.76630949  -0.19197383  -0.61635714    110.75935    110.75782    110.75931    1358735.9 
  102000            0   -94847.601    2.8461191    1.3043288    3.6355293     3.598499  -0.66122339  -0.39654112  -0.42132933    110.73952    110.73858    110.73781    1357992.9 
  102500            0   -94848.079   0.57484597    1.9364169    1.1169057   -1.3287847 -0.0037352311 -0.068298642   0.21640214    110.71153    110.71245    110.71255    1357019.8 
  103000            0   -94848.111   0.36594199   0.48128237    0.2938342    0.3227094  -0.87805825  -0.73223931   0.14541985     110.6986    110.69718    110.69832    1356499.8 
  103500            0   -94848.199    2.0059092    6.7752749   -1.2315269   0.47397959   0.73390436    1.3455688   0.79660472    110.65632    110.66091    110.65809    1355044.7 
  104000            0   -94848.231   0.27940714 -0.025707017   0.34693196   0.51699646  -0.36589383  -0.13070109 -0.072916912    110.63885    110.63789    110.63838    1354307.8 
  104500            0   -94848.239   0.25692335   0.64665825    0.5527953  -0.42868351  0.049964108   0.17418461  -0.12865098    110.63654    110.63696    110.63698    1354250.9 
  105000            0   -94848.251   0.29793577   0.61534356   0.48699533  -0.20853157   0.16834876   -0.6535144  0.055551023     110.6401    110.63919    110.63978      1354356 
  105500            0   -94848.309     1.017483   0.90422335    1.2279614   0.92026424   -0.2856635   0.80977227  -0.49611961    110.65722    110.65801    110.65908    1355032.3 
  106000            0   -94848.397    1.1343259    1.2105381   0.90314793    1.2892917 -0.096813194   -0.1459213  0.035783705    110.68526    110.68559    110.68549    1356037.1 
  106500            0   -94848.427   0.53937258   0.66152451   0.84074888   0.11584434   0.21942746   0.37361478  0.037081075    110.68954     110.6894    110.68983    1356189.4 
  107000            0   -94848.438   0.18408094   0.42941564 -0.072888428   0.19571562  -0.11124607  -0.13646669  0.050024215    110.68831    110.68909    110.68862    1356155.7 
  107500            0   -94848.453    1.4557566  -0.13055933    1.7220395    2.7757897  -0.35221464  0.017578952  -0.18267413    110.68621    110.68393    110.68392    1356009.1 
  108000            0    -94848.47   0.23700726    0.2359955   0.25490486   0.22012141   0.29674057  -0.19847931   0.31107564     110.6765    110.67626    110.67654    1355705.9 
  108500            0   -94848.484   0.34360412   0.37519448   0.33656855   0.31904933  0.023168936  -0.38932119  0.056432076    110.66536    110.66525    110.66499    1355293.1 
  109000            0   -94848.507   0.98120674   0.30997341    2.0125824   0.62106442 -0.010931937   0.48348598  -0.25472774    110.64937    110.64745    110.64844    1354676.6 
  109500            0   -94848.538   0.89089933    1.3869282    2.4301939   -1.1444241   0.88615041   0.36491005 0.0080320805    110.62188    110.62451    110.62477    1353769.6 
  110000            0   -94848.559   0.43208191   0.78580458  0.090321622   0.42011953  -0.10859106   0.20956769   -0.4105572    110.60409    110.60484    110.60594    1353080.9 
  110500            0   -94848.569   0.15126094  -0.17356274    0.3837836   0.24356197   0.20570959  0.054888075  -0.02054224    110.59961    110.60052    110.60032    1352904.7 
  111000            0   -94848.606   -4.9300998   -1.7879275   -9.6889682   -3.3134037  0.058963909   0.23428293   0.50152033    110.61938    110.62154    110.61891    1353631.1 
  111500            0   -94848.631   -3.3395337   -1.3018081   -4.8137169   -3.9030762  -0.25834401  -0.49071711   0.33985671    110.64557    110.64428     110.6441    1354538.2 
  112000            0   -94848.652   -2.4893758   -3.2640386   -2.3409334   -1.8631553   0.41721155   0.20125646   -0.2104408    110.66822    110.66717    110.66738      1355381 
  112500            0   -94848.663   -1.9136647    -3.265939    -1.205519   -1.2695362   0.13694254 -0.0010567789  -0.37124106    110.67432    110.67374    110.67447    1355622.8 
  113000            0   -94848.672  -0.43269359  -0.20368361   -0.3926797  -0.70171745  -0.20950507  0.051069502  -0.23635953    110.67205    110.67362    110.67327    1355578.9 
  113500            0   -94848.678  -0.60129242  -0.49602795  -0.62026857  -0.68758073  0.026776393  0.034234403   0.12605831    110.66745    110.66874    110.66809    1355399.4 
  114000            0   -94848.687   -1.8951968   -1.0252489    -2.675051   -1.9852905  -0.20404824  -0.51276393   0.19621577    110.65981    110.65988    110.65925    1355089.1 
  114500            0   -94848.695   -0.2102709  -0.14386961  0.051696262  -0.53863935   -0.2237474  -0.22669337   0.42572872     110.6523    110.65089    110.65117    1354788.2 
  115000            0   -94848.707  -0.19584488  -0.21020666  -0.13974465  -0.23758334  -0.22794347 -0.0012962876  -0.13183241    110.64051    110.63791    110.63931    1354339.6 
  115500            0   -94848.718  -0.38058015  -0.51362248  -0.38060336  -0.24751461   0.24282019    1.0169812  -0.52958014    110.62922    110.62839    110.62979    1353968.3 
  116000            0   -94848.726  -0.79429883   -1.4493028  -0.69822494   -0.2353687   0.17541466  -0.13082656  -0.33517948      110.625    110.62362    110.62522    1353802.5 
  116500            0   -94848.731  -0.49523682  -0.71823813  -0.49837046  -0.26910187   0.12654509  0.027858212  -0.16788407     110.6263    110.62756    110.62718    1353890.5 
  117000            0   -94848.735  -0.28745476  -0.31548183  -0.21666069  -0.33022177  -0.17924448  -0.39824076    0.1862201    110.62799     110.6289    110.62824    1353940.7 
  117500            0   -94848.738  -0.27837192  -0.25974091  -0.32261157  -0.25276329   0.06620025   0.04164359   0.41713368    110.63237    110.63393    110.63247    1354107.6 
  118000            0   -94848.741  -0.44599792   0.16966964   -1.3130031  -0.19466033  -0.07282956 -0.0044547103   0.11292838    110.63846    110.63903    110.63753    1354306.5 
  118500            0   -94848.742  -0.27146519  -0.25454217  -0.26634821   -0.2935052   -0.2503014    0.0289329 -0.080485703     110.6434    110.64288    110.64292      1354480 
  119000            0   -94848.744  -0.34684657  -0.84524355  -0.66857776   0.47328162   0.22816081   0.38303802 -0.016393077    110.64786    110.64722    110.64752    1354644.2 
  119500            0   -94848.746  -0.47358477  -0.57953209  -0.54986521  -0.29135701 -0.088676292  -0.18784291  -0.35963686     110.6536    110.65223    110.65383    1354852.9 
  120000            0   -94848.749  -0.24756929  -0.22049778  -0.40393229  -0.11827781  -0.16228642 -0.089466414  -0.29347401    110.65855    110.65813    110.66024    1355064.3 
  120500            0   -94848.752  -0.19201183  -0.17027488  -0.20023997  -0.20552064   0.57812186 -0.0010746115   0.13193396    110.66211    110.66313    110.66422    1355217.9 
  121000            0   -94848.757  -0.96801351   -1.5428474    -0.259241   -1.1019521 -0.032631872  -0.48198767 -0.027056114    110.66377     110.6641    110.66326    1355238.3 
  121500            0   -94848.761  -0.50862306  -0.44444399   0.29364169   -1.3750669  -0.18290906  -0.15292801   0.18846989    110.66228    110.66255    110.66146    1355179.1 
  122000            0   -94848.765  -0.27838624  -0.67312868  -0.18120413  0.019174089 -0.089887316 -0.054417599   0.36065492    110.65778     110.6593    110.65711    1355030.9 
  122500            0   -94848.769   -0.2410457  -0.17921527  -0.23525112  -0.30867072  -0.11868468 -0.044893827   0.10160803    110.65442    110.65473    110.65247    1354876.9 
  123000            0   -94848.773  -0.46296239  -0.12659557  -0.33256706  -0.92972455  -0.64226151    0.4870495  -0.26640423    110.64619    110.64539    110.64508    1354571.3 
  123500            0   -94848.777  -0.44859536  -0.47932636  -0.43328082  -0.43317891  0.058444091   0.17917548  -0.37040656    110.63792    110.63654    110.63821    1354277.8 
  124000            0    -94848.78  -0.55311776  -0.76087665  -0.16974333   -0.7287333 -0.050035901   0.31845205   -0.4490095    110.63114    110.63034    110.63112      1354032 
  124500            0   -94848.783  -0.38798208  -0.36304555   -0.5404137  -0.26048698 -0.048471646  -0.18937807  -0.14363153    110.62528    110.62396      110.626    1353819.5 
